"Id","ParentId","Type","CreatedById","CreatedDate","Body","Title","LinkUrl","RelatedRecordId","InsertedById","LastModifiedDate"
"0D5Qk00000Y9kRgKAJ","500Qk00000MXIUZIA5","TextPost","0054u000008ARZjAAO","2025-03-04T12:20:59.000Z","Description: There is functionality to gain effective access for Group NTAccounts in the AIC but we have a need to produce these in bulk. Can you please advise if this is possible via MSSQL","","","","0054u000008ARZjAAO","2025-03-04T12:20:59.000Z"
"0D5Qk00000Y9opjKAB","500Qk00000MXIUZIA5","TextPost","0054u000006gpoAAAQ","2025-03-04T14:10:33.000Z","<p>Closest thing we have, is the FS_ShareAudit job in the Ad Hoc Audits folder in the FileSystem Group.</p><p> </p><p>I&#39;d configure for a test share and run it to review if thats what they are looking for.</p>","","","","0054u000006gpoAAAQ","2025-03-04T14:10:33.000Z"
"0D5Qk00000YLBRcKAP","500Qk00000MXIUZIA5","TextPost","0054u000007ow49AAA","2025-03-05T14:17:35.000Z","Steps to Reproduce Updated: N/A
Mass reporting for groups?","","","","0054u000007ow49AAA","2025-03-05T14:17:35.000Z"
"0D5Qk00000YL1z4KAD","500Qk00000MXIUZIA5","TextPost","0054u000007ow49AAA","2025-03-05T14:18:11.000Z","Invitation updated. Attendees: Ilya Kotov, graham holmes","","","","0054u000007ow49AAA","2025-03-05T14:18:11.000Z"
"0D5Qk00000YL1z2KAD","500Qk00000MXIUZIA5","TextPost","0054u000007ow49AAA","2025-03-05T14:18:11.000Z","Invitation updated. Attendees: No attendees listed","","","","0054u000007ow49AAA","2025-03-05T14:18:11.000Z"
"0D5Qk00000YL1z3KAD","500Qk00000MXIUZIA5","TextPost","0054u000007ow49AAA","2025-03-05T14:18:11.000Z","Invitation updated. Attendees: Ilya Kotov","","","","0054u000007ow49AAA","2025-03-05T14:18:11.000Z"
"0D5Qk00000YOg3CKAT","500Qk00000MXIUZIA5","TextPost","0050g000006QqyEAAS","2025-03-05T19:25:53.000Z","<p>@Nicholas Zimmer​ </p>","","","","0050g000006QqyEAAS","2025-03-05T19:25:53.000Z"
"0D5Qk00000YR64HKAT","500Qk00000MXIUZIA5","TextPost","0054u000007ow49AAA","2025-03-06T11:21:27.000Z","What We've Learned Updated: The customer wants to be able to search by multiple resources. As they put it. if this page can be shown (i.e. this data exists in the DB) then there should be a way to produce this page 740 times without going to each individual resource. Custom SQL query or a custom report should do the trick.","","","","0054u000007ow49AAA","2025-03-06T11:21:27.000Z"
"0D5Qk00000Z9vt7KAB","500Qk00000MXIUZIA5","TextPost","0054u000006gpoAAAQ","2025-03-13T22:07:56.000Z","Invitation updated. Attendees: Nicholas Zimmer","","","","0054u000006gpoAAAQ","2025-03-13T22:07:56.000Z"
"0D5Qk00000Z9vt8KAB","500Qk00000MXIUZIA5","TextPost","0054u000006gpoAAAQ","2025-03-13T22:07:56.000Z","Invitation updated. Attendees: Nicholas Zimmer, graham holmes","","","","0054u000006gpoAAAQ","2025-03-13T22:07:56.000Z"
"0D5Qk00000Za3zVKAR","500Qk00000MXIUZIA5","TextPost","0054u000006gpoAAAQ","2025-03-17T15:56:43.000Z","Invitation updated. Attendees: Nicholas Zimmer, Tay Caliguiri, graham holmes","","","","0054u000006gpoAAAQ","2025-03-17T15:56:43.000Z"
"0D5Qk00000Za3zUKAR","500Qk00000MXIUZIA5","TextPost","0054u000006gpoAAAQ","2025-03-17T15:56:43.000Z","Invitation updated. Attendees: Nicholas Zimmer, Tay Caliguiri","","","","0054u000006gpoAAAQ","2025-03-17T15:56:43.000Z"
"0D5Qk00000aJBS8KAO","500Qk00000MXIUZIA5","TextPost","0050g000006QqyEAAS","2025-03-25T20:51:13.000Z","<p>@Nicholas Zimmer​ your entry in what we&#39;ve learned clearly indicates this is a feature request or a custom report that should be referred to PS.</p><p> </p><p>what else are you planning to do here?</p>","","","","0050g000006QqyEAAS","2025-03-25T20:51:13.000Z"
"0D5Qk00000c6GxCKAU","500Qk00000MXIUZIA5","TextPost","0054u000006gpoAAAQ","2025-04-18T22:48:54.000Z","Next Steps Updated: I believe we found a way to modify the Ad Hoc trustees job to allow group permissions. 
Haven't had a chance to review with Graham on results.","","","","0054u000006gpoAAAQ","2025-04-18T22:48:54.000Z"
